Message ke-0;72;+rt3EsXDog+v01z7g3GhtA==;1642607359.181419
Message ke-1;87;7J3vGkPtf9ErvdHp1MlpRg==;1642607359.184287
Message ke-2;86;L4qkuN7uACLi3cQDSvhoGg==;1642607359.187162
Message ke-3;95;0RZW+Y+X92IZdP5RAryiWA==;1642607359.190253
Message ke-4;92;cLcRZZ40eFASY+BzCKOP8Q==;1642607359.192805
Message ke-5;86;L4qkuN7uACLi3cQDSvhoGg==;1642607359.195165
Message ke-6;79;OSRW+GKSa4vdh6nc2Nw/Xg==;1642607359.197946
Message ke-7;97;WFlv+TDV9wYhGqNaUa3DqQ==;1642607359.201986
Message ke-8;73;6coCsSSh2Q5fy0iYgZJX9g==;1642607359.205973
Message ke-9;73;6coCsSSh2Q5fy0iYgZJX9g==;1642607359.246236
Message ke-10;85;s+27l97nP2mZhwLcB9vrOA==;1642607359.248815
Message ke-11;64;c5p6Gkov0ZNUL3p1hHcRvg==;1642607359.251561
Message ke-12;75;BzcvJ4lxMgiXrj+oI9HmBQ==;1642607359.254215
Message ke-13;72;+rt3EsXDog+v01z7g3GhtA==;1642607359.256639
Message ke-14;67;DVZ1GInvgnGJEyVuQ+0taw==;1642607359.259063
Message ke-15;62;CPVrA5Smy2b2IS5WCMRwLQ==;1642607359.261596
Message ke-16;77;otEz56jJBMiFreuuzbCPeg==;1642607359.266041
Message ke-17;73;6coCsSSh2Q5fy0iYgZJX9g==;1642607359.269674
Message ke-18;64;c5p6Gkov0ZNUL3p1hHcRvg==;1642607359.272047
Message ke-19;76;YyEN8WFgPxYA2tgEHxBW9w==;1642607359.276677
Message ke-20;96;IrYNC0q780Z3OjTeKQtHGA==;1642607359.278979
Message ke-21;94;kC7QTsMefSOJXkUJnUIFmQ==;1642607359.281217
Message ke-22;75;BzcvJ4lxMgiXrj+oI9HmBQ==;1642607359.318091
Message ke-23;77;otEz56jJBMiFreuuzbCPeg==;1642607359.321825
Message ke-24;63;oXSwGnu3cSbPPYSliMHzCg==;1642607359.328502
Message ke-25;89;Afrup9uZvTIQT89uYyaylA==;1642607359.331122
Message ke-26;73;6coCsSSh2Q5fy0iYgZJX9g==;1642607359.333456
Message ke-27;83;UoytnD/q5cPzxPMDur/ioQ==;1642607359.338933
Message ke-28;85;s+27l97nP2mZhwLcB9vrOA==;1642607359.342841
Message ke-29;82;oJ2t8eCdQAECKlqmnDbOPw==;1642607359.345675
Message ke-30;76;YyEN8WFgPxYA2tgEHxBW9w==;1642607359.382641
Message ke-31;62;CPVrA5Smy2b2IS5WCMRwLQ==;1642607359.389092
Message ke-32;100;W6eGB0jHDDNOseE9BLJYVQ==;1642607359.392721
Message ke-33;78;GKWQrQayobTYw2U4lIut/w==;1642607359.395349
Message ke-34;99;tYh9KKTRrmSWgqkNWfch/Q==;1642607359.397688
Message ke-35;71;X6CzppvlQFYDOnLKmycxmg==;1642607359.400021
Message ke-36;83;UoytnD/q5cPzxPMDur/ioQ==;1642607359.404828
Message ke-37;63;oXSwGnu3cSbPPYSliMHzCg==;1642607359.408568
Message ke-38;76;YyEN8WFgPxYA2tgEHxBW9w==;1642607359.411731
Message ke-39;80;m2DOVJD9AcnMxCB/44fgDg==;1642607359.453858
Message ke-40;84;LgIr2VZNZLvtgwsrn97N+A==;1642607359.458308
Message ke-41;75;BzcvJ4lxMgiXrj+oI9HmBQ==;1642607359.461277
Message ke-42;69;Ksn1K/9wmElZF648Lp/BrA==;1642607359.465599
Message ke-43;83;UoytnD/q5cPzxPMDur/ioQ==;1642607359.469434
Message ke-44;92;cLcRZZ40eFASY+BzCKOP8Q==;1642607359.47232
Message ke-45;92;cLcRZZ40eFASY+BzCKOP8Q==;1642607359.475663
Message ke-46;97;WFlv+TDV9wYhGqNaUa3DqQ==;1642607359.479334
Message ke-47;93;r6vGaCyOFOIC9r+hY4XUCQ==;1642607359.482027
Message ke-48;87;7J3vGkPtf9ErvdHp1MlpRg==;1642607359.48499
Message ke-49;96;IrYNC0q780Z3OjTeKQtHGA==;1642607359.52396
Message ke-50;64;c5p6Gkov0ZNUL3p1hHcRvg==;1642607359.526271
Message ke-51;67;DVZ1GInvgnGJEyVuQ+0taw==;1642607359.529094
Message ke-52;83;UoytnD/q5cPzxPMDur/ioQ==;1642607359.536772
Message ke-53;89;Afrup9uZvTIQT89uYyaylA==;1642607359.542575
Message ke-54;67;DVZ1GInvgnGJEyVuQ+0taw==;1642607359.546676
Message ke-55;67;DVZ1GInvgnGJEyVuQ+0taw==;1642607359.551067
Message ke-56;81;ZtUI3mu8peE9JS87lNt0QA==;1642607359.594144
Message ke-57;68;ckO2ldw9tfDcJR2yQAwHvA==;1642607359.597245
Message ke-58;86;L4qkuN7uACLi3cQDSvhoGg==;1642607359.599836
Message ke-59;98;+zWb+37fVbszwblpa384Ig==;1642607359.602574
Message ke-60;81;ZtUI3mu8peE9JS87lNt0QA==;1642607359.606975
Message ke-61;95;0RZW+Y+X92IZdP5RAryiWA==;1642607359.609462
Message ke-62;100;W6eGB0jHDDNOseE9BLJYVQ==;1642607359.611904
Message ke-63;75;BzcvJ4lxMgiXrj+oI9HmBQ==;1642607359.614275
Message ke-64;69;Ksn1K/9wmElZF648Lp/BrA==;1642607359.654553
Message ke-65;75;BzcvJ4lxMgiXrj+oI9HmBQ==;1642607359.659451
Message ke-66;90;O3mE9F3YFTJdgfC5mOhJTw==;1642607359.66243
Message ke-67;97;WFlv+TDV9wYhGqNaUa3DqQ==;1642607359.664842
Message ke-68;67;DVZ1GInvgnGJEyVuQ+0taw==;1642607359.667169
Message ke-69;77;otEz56jJBMiFreuuzbCPeg==;1642607359.67058
Message ke-70;100;W6eGB0jHDDNOseE9BLJYVQ==;1642607359.673031
Message ke-71;70;6acYdMshfVeeM+S3ziLrug==;1642607359.675423
Message ke-72;61;mwpeZeqfy7FC2sBccRDX8g==;1642607359.677722
Message ke-73;89;Afrup9uZvTIQT89uYyaylA==;1642607359.714588
Message ke-74;87;7J3vGkPtf9ErvdHp1MlpRg==;1642607359.716924
Message ke-75;93;r6vGaCyOFOIC9r+hY4XUCQ==;1642607359.719524
Message ke-76;79;OSRW+GKSa4vdh6nc2Nw/Xg==;1642607359.721893
Message ke-77;93;r6vGaCyOFOIC9r+hY4XUCQ==;1642607359.725189
Message ke-78;60;+gqEHDaV2HrJYjG7/JBiqA==;1642607359.727815
Message ke-79;79;OSRW+GKSa4vdh6nc2Nw/Xg==;1642607359.730409
Message ke-80;79;OSRW+GKSa4vdh6nc2Nw/Xg==;1642607359.734866
Message ke-81;77;otEz56jJBMiFreuuzbCPeg==;1642607359.737904
Message ke-82;72;+rt3EsXDog+v01z7g3GhtA==;1642607359.741759
Message ke-83;84;LgIr2VZNZLvtgwsrn97N+A==;1642607359.746011
